qc_id,gid,acueducto,serial,marcamedid,clasemedid,tipomedido,diametro_p,fecha_ins,usuario,cod_predio,cota,observacio,icon_url
"82","154",San Antonio,ND015,Otro,Micromedidor,Volumétrico,0.5,,"10001210",,1039,,./0.png
"83","31",San Antonio,"96",Aquaforjas,Micromedidor,Volumétrico,0.5,,"10002480",,1039,Water forjas,./0.png
"84","149",San Antonio,"160792",Otro,Micromedidor,Volumétrico,0.5,,"10001030",,1025,,./0.png
"85","150",San Antonio,"160806",Otro,Micromedidor,Volumétrico,0.5,,"10001135",,1034,,./0.png
"86","151",San Antonio,"58711",Otro,Micromedidor,Volumétrico,0.5,,"10001130",,1035,,./0.png
"87","152",San Antonio,"444",Otro,Micromedidor,Volumétrico,0.5,,"10001050",,1043,,./0.png
"88","153",San Antonio,"322",Otro,Micromedidor,Volumétrico,0.5,,"10001040",,1040,,./0.png
"89","155",San Antonio,"14067",Otro,Micromedidor,Volumétrico,0.5,,"10001060",,1041,,./0.png
"90","156",San Antonio,"366",Otro,Micromedidor,Volumétrico,0.5,,"10001070",,1037,,./0.png
"91","157",San Antonio,"16000783",Water meter,Micromedidor,Volumétrico,0.5,,"10001080",,1044,,./0.png
"92","158",San Antonio,"0266470",Metrex,Micromedidor,De Velocidad,0.5,,"10001100",,1045,,./0.png
"93","161",San Antonio,"40410",Otro,Micromedidor,Volumétrico,0.5,,"10000980",,1039,,./0.png
"94","201",San Antonio,"0266477",Metrex,Micromedidor,De Velocidad,0.5,,ND,,1000,Pendiente por registrar nombre usuaro es nuevo,./0.png
"95","23",San Antonio,"160801",Otro,Micromedidor,Volumétrico,0.5,,"10001256",,1077,,./0.png
"96","32",San Antonio,"14057",Otro,Micromedidor,Volumétrico,0.5,,"10000890",,1116,,./0.png
"97","220",San Antonio,ND009,Otro,Micromedidor,Volumétrico,0.5,,"10002641",,1039,,./0.png
"98","219",San Antonio,"0228465",Otro,Micromedidor,Volumétrico,0.5,,"10002639",,1039,,./0.png
"99","221",San Antonio,"40423",Otro,Micromedidor,Volumétrico,0.5,,"10000005",,1022,,./0.png
"100","254",San Antonio,"0266481",Otro,Micromedidor,Volumétrico,0.5,,"10001330",,1043,,./0.png
"101","251",San Antonio,"16000784",Water meter,Micromedidor,Volumétrico,0.5,,"10001280",,1034,,./0.png
"102","252",San Antonio,"16030439",Otro,Micromedidor,Volumétrico,0.5,,"10002790",,1035,,./0.png
"103","253",San Antonio,"40400",Otro,Micromedidor,Volumétrico,0.5,,"10001320",,1043,,./0.png
"104","288",San Antonio,"40383",Otro,Micromedidor,Volumétrico,0.5,,"10002129","7547",1043,,./0.png
"105","285",San Antonio,"31984",Otro,Micromedidor,Volumétrico,0.5,,"10002441","826381",1046,,./0.png
"106","286",San Antonio,"31975",Otro,Micromedidor,Volumétrico,0.5,,"10002196","7273",1045,,./0.png
"107","57",San Antonio,"16000781",Water meter,Micromedidor,Volumétrico,0.5,,"10000839",,1068,,./0.png
"108","61",San Antonio,"14087",Otro,Micromedidor,Volumétrico,0.5,,"10000738",,1046,,./0.png
"109","287",San Antonio,"9020",Otro,Micromedidor,Volumétrico,0.5,,"10002190","8272",1043,,./0.png
"110","289",San Antonio,"40381",Otro,Micromedidor,Volumétrico,0.5,,"10002191","98732",1044,,./0.png
"111","38",San Antonio,"40407",Otro,Micromedidor,Volumétrico,0.5,,"10000830",,1066,NO SE ENCUENTRA EN EL LISTADO,./0.png
"112","2",San Antonio,ND,Otro,Macromedidor,De Velocidad,0.5,,"10000000",,1236,,./0.png
"113","36",San Antonio,"40398",Otro,Micromedidor,Volumétrico,0.5,,"10000850",,1084,,./0.png
"114","17",San Antonio,"16000854",Aquaforjas,Micromedidor,Volumétrico,0.5,,"10002398",837r737,1039,Aquaforjas,./0.png
"115","33",San Antonio,"14055",Otro,Micromedidor,Volumétrico,0.5,,"10000860",,1100,,./0.png
"116","37",San Antonio,"39814",Otro,Micromedidor,Volumétrico,0.5,,"10000840",,1080,,./0.png
"117","34",San Antonio,"14100",Otro,Micromedidor,Volumétrico,0.5,,"10000859",,1086,,./0.png
"118","35",San Antonio,"32300",Otro,Micromedidor,Volumétrico,0.5,,"10000861",,1084,,./0.png
"119","40",San Antonio,"16000799",Water meter,Micromedidor,Volumétrico,0.5,,"10000826",,1075,"Se alimenta le la tub de 3"" con reducción",./0.png
"120","25",San Antonio,"14083",Otro,Micromedidor,Volumétrico,0.5,,"10001268",,1076,,./0.png
"121","47",San Antonio,"0266469",Otro,Micromedidor,Volumétrico,0.5,,"10000851",,1053,,./0.png
"122","20",San Antonio,"16021759",Water meter,Micromedidor,Ultrasónico,0.5,,"10002655",,972,,./0.png
"123","22",San Antonio,"16029255",Water meter,Micromedidor,Ultrasónico,0.75,,"10002695",,995,,./0.png
"124","24",San Antonio,"14081",Aquaforjas,Micromedidor,Volumétrico,0.5,,"10001265",,1082,Aqua forjas,./0.png
"125","26",San Antonio,"453",Elster,Micromedidor,Volumétrico,0.5,,"10002560",,1057,Elbster,./0.png
"126","29",San Antonio,"14086",Otro,Micromedidor,Volumétrico,0.5,,"10002525",,1071,,./0.png
"127","30",San Antonio,"0184358",Otro,Micromedidor,Volumétrico,0.5,,"10002491",,1039,,./0.png
"128","41",San Antonio,"1184368",Otro,Micromedidor,Volumétrico,0.5,,"10000843",,1073,,./0.png
"129","42",San Antonio,"0228461",Otro,Micromedidor,Volumétrico,0.5,,"10000844",,1070,,./0.png
"130","43",San Antonio,"0266500",Metrex,Micromedidor,De Velocidad,0.5,,"10000849",,1069,,./0.png
"131","44",San Antonio,"0228497",Otro,Micromedidor,Volumétrico,0.5,,"10000845",,1067,,./0.png
"132","45",San Antonio,"14085",Otro,Micromedidor,Volumétrico,0.5,,"10000837",,1067,,./0.png
"133","49",San Antonio,"16000853",Water meter,Micromedidor,Volumétrico,0.5,,"10000835",,1058,,./0.png
"134","50",San Antonio,"331189",Otro,Micromedidor,Volumétrico,0.5,,"10000834",,1060,,./0.png
"135","53",San Antonio,"16000849",Water meter,Micromedidor,Volumétrico,0.5,,"10000829",,1064,,./0.png
"136","54",San Antonio,"29126",Otro,Micromedidor,Volumétrico,0.5,,"10000831",,1068,,./0.png
"137","55",San Antonio,"0228495",Otro,Micromedidor,Volumétrico,0.5,,"10000838",,1056,,./0.png
"138","56",San Antonio,"29118",Otro,Micromedidor,Volumétrico,0.5,,"10000833",,1057,,./0.png
"139","58",San Antonio,"02665030",Metrex,Micromedidor,De Velocidad,0.5,,"10000848",,1061,,./0.png
"140","59",San Antonio,"168571",Otro,Micromedidor,Volumétrico,0.5,,"10000842",,1051,,./0.png
"141","60",San Antonio,"16000859",Water meter,Micromedidor,Volumétrico,0.5,,"10000836",,1052,,./0.png
"142","62",San Antonio,"16000852",Water meter,Micromedidor,Volumétrico,0.5,,"10000841",,1045,,./0.png
"143","63",San Antonio,"16000832",Otro,Micromedidor,Volumétrico,0.5,,"10000827",,1047,,./0.png
"144","64",San Antonio,"16000845",Water meter,Micromedidor,Volumétrico,0.5,,"10000824",,1047,,./0.png
"145","65",San Antonio,"16000858",Water meter,Micromedidor,Volumétrico,0.5,,"10000828",,1047,,./0.png
"146","66",San Antonio,"0184361",Otro,Micromedidor,Volumétrico,0.5,,"10000818",,1048,,./0.png
"147","67",San Antonio,"4101",Otro,Micromedidor,Volumétrico,0.5,,"10000825",,1048,,./0.png
"148","68",San Antonio,"0266505",Metrex,Micromedidor,De Velocidad,0.5,,"10000809",,1049,,./0.png
"149","51",San Antonio,"0266475",Otro,Micromedidor,Volumétrico,0.5,,"10000852",,1061,,./0.png
"150","6",San Antonio,ND,Water meter,Macromedidor,Ultrasónico,3,2019/03/02,"10000000",,1132,No está funcionando por intermitencia en el caudal de entrada.,./0.png
"151","92",San Antonio,"19031",Otro,Micromedidor,Volumétrico,0.5,,"10000863",,1042,,./0.png
"152","8",San Antonio,ND,Otro,Macromedidor,Ultrasónico,1.5,,"10000000",,1127,No está funcionando diámetro 1 1/2 Water Meter,./0.png
"153","87",San Antonio,ND016,Otro,Micromedidor,Volumétrico,0.5,,"10000875","64854",1065,,./0.png
"154","14",San Antonio,"16000848",Water meter,Micromedidor,Ultrasónico,0.5,,"10001269",,1074,,./0.png
"155","70",San Antonio,"16000829",Water meter,Micromedidor,Volumétrico,0.5,,"10000821",,1050,,./0.png
"156","71",San Antonio,"0184355",Otro,Micromedidor,Volumétrico,0.5,,"10000819",,1053,,./0.png
"157","76",San Antonio,"0266497",Metrex,Micromedidor,De Velocidad,0.5,,"10000920",,1083,,./0.png
"158","77",San Antonio,"451",Otro,Micromedidor,Volumétrico,0.5,,"10000925",,1066,,./0.png
"159","78",San Antonio,"14064",Otro,Micromedidor,Volumétrico,0.5,,"10000882",,1042,,./0.png
"160","79",San Antonio,"16000834",Water meter,Micromedidor,Volumétrico,0.5,,"10000881",,1051,,./0.png
"161","80",San Antonio,"284",Otro,Micromedidor,Volumétrico,0.5,,"10000885",,1049,,./0.png
"162","83",San Antonio,"306700",Otro,Micromedidor,Volumétrico,0.5,,"10000878",,1046,,./0.png
"163","85",San Antonio,"2146",Otro,Micromedidor,Volumétrico,0.5,,"10000883",,1045,,./0.png
"164","86",San Antonio,"434",Otro,Micromedidor,Volumétrico,0.5,,"10000884",,1046,,./0.png
"165","88",San Antonio,"23129",Otro,Micromedidor,Volumétrico,0.5,,"10000862",,1050,,./0.png
"166","89",San Antonio,"40412",Otro,Micromedidor,Volumétrico,0.5,,"10000867",,1049,,./0.png
"167","90",San Antonio,"395734",Otro,Micromedidor,Volumétrico,0.5,,"10000866",,1049,,./0.png
"168","91",San Antonio,"14058",Otro,Micromedidor,Volumétrico,0.5,,"10001160",,1046,,./0.png
"169","93",San Antonio,"34018",Otro,Micromedidor,Volumétrico,0.5,,"10000869",,1042,,./0.png
"170","256",San Antonio,"2221",Otro,Micromedidor,Volumétrico,0.5,,"10001350",,1042,,./0.png
"171","257",San Antonio,"441",Otro,Micromedidor,Volumétrico,0.5,,"10001360",,1041,,./0.png
"172","269",San Antonio,"0266479",Otro,Micromedidor,Volumétrico,0.5,,"10002038","9182",1042,,./0.png
"173","5",San Antonio,ND,Toshiba,Macromedidor,Magnético,6,,"10000000",,1133,"Marca Toshiba,  electromagnético",./0.png
"174","94",San Antonio,"429",Otro,Micromedidor,Volumétrico,0.5,,"10000872",,1042,,./0.png
"175","95",San Antonio,"16000785",Water meter,Micromedidor,Volumétrico,0.5,,"10000868",,1044,,./0.png
"176","96",San Antonio,"40402",Otro,Micromedidor,Volumétrico,0.5,,"10000864",,1043,,./0.png
"177","98",San Antonio,"329741",Otro,Micromedidor,Volumétrico,0.5,,"10000865",,1043,,./0.png
"178","99",San Antonio,"31998",Otro,Micromedidor,Volumétrico,0.5,,"10000807",,1043,,./0.png
"179","100",San Antonio,"446",Otro,Micromedidor,Volumétrico,0.5,,"10000810",,1040,,./0.png
"180","101",San Antonio,"31995",Otro,Micromedidor,Volumétrico,0.5,,"10000808",,1046,,./0.png
"181","102",San Antonio,"31985",Otro,Micromedidor,Volumétrico,0.5,,"10000815",,1046,,./0.png
"182","103",San Antonio,"31960",Otro,Micromedidor,Volumétrico,0.5,,"10000805",,1046,,./0.png
"183","104",San Antonio,"0266472",Metrex,Micromedidor,De Velocidad,0.5,,"10000800",,1063,,./0.png
"184","105",San Antonio,"456",Otro,Micromedidor,Volumétrico,0.5,,"10000600",,1041,,./0.png
"185","106",San Antonio,"16054923",Otro,Micromedidor,Volumétrico,0.5,,"10000590",,1051,,./0.png
"186","107",San Antonio,"31961",Otro,Micromedidor,Volumétrico,0.5,,"10000580",,1050,"1023",./0.png
"187","108",San Antonio,"31702",Otro,Micromedidor,Volumétrico,0.5,,"10000550",,1048,,./0.png
"188","109",San Antonio,"40433",Otro,Micromedidor,Volumétrico,0.5,,"10000540",,1047,,./0.png
"189","111",San Antonio,"65071",Otro,Micromedidor,Volumétrico,0.5,,"10000320",,1047,,./0.png
"190","113",San Antonio,"0184365",Otro,Micromedidor,Volumétrico,0.5,,"10000547",,1043,,./0.png
"191","114",San Antonio,"264591",Otro,Micromedidor,Volumétrico,0.5,,"10000542",,1043,,./0.png
"192","115",San Antonio,"16000790",Water meter,Micromedidor,Volumétrico,0.5,,"10000545",,1043,,./0.png
"193","116",San Antonio,"40397",Otro,Micromedidor,Volumétrico,0.5,,"10000560",,1045,,./0.png
"194","117",San Antonio,"64855",Otro,Micromedidor,Volumétrico,0.5,,"10000562",,1046,,./0.png
"195","118",San Antonio,"16000800",Otro,Micromedidor,Volumétrico,0.5,,"10000564",,1046,,./0.png
"196","119",San Antonio,"320",Otro,Micromedidor,Volumétrico,0.5,,"10000570",,1047,,./0.png
"197","120",San Antonio,"14074",Otro,Micromedidor,Volumétrico,0.5,,"10000575",,1045,,./0.png
"198","124",San Antonio,"31963",Otro,Micromedidor,Volumétrico,0.5,,"10000576",,1049,,./0.png
"199","125",San Antonio,"16000846",Water meter,Micromedidor,Volumétrico,0.5,,"10000574",,1044,,./0.png
"200","126",San Antonio,"0228463",Otro,Micromedidor,Volumétrico,0.5,,"10000572",,1040,,./0.png
"201","127",San Antonio,"0228484",Otro,Micromedidor,Volumétrico,0.5,,"10000583",,1040,,./0.png
"202","128",San Antonio,"39815",Otro,Micromedidor,Volumétrico,0.5,,"10000578",,1039,,./0.png
"203","129",San Antonio,"30302",Otro,Micromedidor,Volumétrico,0.5,,"10000582",,1038,,./0.png
"204","97",San Antonio,"0266491",Otro,Micromedidor,Volumétrico,0.5,,"10000871",,1044,,./0.png
"205","110",San Antonio,"16000840",Water meter,Micromedidor,Volumétrico,0.5,,"10000535",,1047,,./0.png
"206","164",San Antonio,"16026607",Otro,Micromedidor,Ultrasónico,0.5,,"10001170",,1065,,./0.png
"207","131",San Antonio,ND010,Otro,Micromedidor,Volumétrico,0.5,,"10001253",,1053,,./0.png
"208","130",San Antonio,"160810",Otro,Micromedidor,Volumétrico,0.5,,"10001259",,1051,,./0.png
"209","132",San Antonio,"160807",Otro,Micromedidor,Volumétrico,0.5,,"10001262",,1055,,./0.png
"210","133",San Antonio,"16026134",Otro,Micromedidor,Ultrasónico,0.5,,"10000940",,1031,,./0.png
"211","134",San Antonio,"40406",Otro,Micromedidor,Volumétrico,0.5,,"10000943",,1032,,./0.png
"212","135",San Antonio,"238564",Otro,Micromedidor,Volumétrico,0.5,,"10000945",,1033,,./0.png
"213","136",San Antonio,"30812",Otro,Micromedidor,Volumétrico,0.5,,"10000946",,1033,,./0.png
"214","137",San Antonio,"160829",Otro,Micromedidor,Volumétrico,0.5,,"10000948",,1033,,./0.png
"215","138",San Antonio,"0184357",Otro,Micromedidor,Volumétrico,0.5,,"10000949",,1033,,./0.png
"216","139",San Antonio,"40430",Otro,Micromedidor,Volumétrico,0.5,,"10000947",,1035,,./0.png
"217","140",San Antonio,"30795",Otro,Micromedidor,Volumétrico,0.5,,"10000950",,1036,,./0.png
"218","141",San Antonio,"16000",Water meter,Micromedidor,Volumétrico,0.5,,"10000952",,1032,,./0.png
"219","142",San Antonio,"40404",Otro,Micromedidor,Volumétrico,0.5,,"10000953",,1033,,./0.png
"220","143",San Antonio,"16000787",Water meter,Micromedidor,Volumétrico,0.5,,"10000955",,1034,,./0.png
"221","144",San Antonio,"0266499",Metrex,Micromedidor,De Velocidad,0.5,,"10000956",,1034,,./0.png
"222","145",San Antonio,"333993",Otro,Micromedidor,Volumétrico,0.5,,"10000959",,1032,,./0.png
"223","146",San Antonio,"30810",Otro,Micromedidor,Volumétrico,0.5,,"10000958",,1033,,./0.png
"224","147",San Antonio,"0184375",Otro,Micromedidor,Volumétrico,0.5,,"10000960",,1033,,./0.png
"225","148",San Antonio,"40409",Otro,Micromedidor,Volumétrico,0.5,,"10000970",,1034,,./0.png
"226","159",San Antonio,"367",Otro,Micromedidor,Volumétrico,0.5,,"10001110",,1047,,./0.png
"227","160",San Antonio,"64849",Otro,Micromedidor,Volumétrico,0.5,,"10001115",,1046,,./0.png
"228","162",San Antonio,"3196",Otro,Micromedidor,Volumétrico,0.5,,"10000990",,1042,,./0.png
"229","163",San Antonio,"30814",Otro,Micromedidor,Volumétrico,0.5,,"10001020",,1040,,./0.png
"230","165",San Antonio,"16029747",Otro,Micromedidor,Ultrasónico,0.5,,"10001010",,1047,,./0.png
"231","166",San Antonio,"16000818",Water meter,Micromedidor,Volumétrico,0.5,,"10000561",,1044,,./0.png
