qc_id,gid,tipoinfra,acueducto,caracter,estainf,adecuacion,tipo_adec,calidad,image,observ,cota,material_f,fecha_ins,funcion_ti,diam_pulg,diam_pg_sa,diam_pg__1,coord_este,coord_nort,icon_url
"223","444",TEE,San Antonio,Tee,Existente,No,Ninguna,Bueno,,,1043,PVC,,Derivación,0.75,0.75,0.75,821774.47,1053853.89,./0.png
"224","445",TEE,San Antonio,Tee,Existente,No,Ninguna,Bueno,,,1043,PVC,,Derivación,1,1,0.5,821770.56,1053853.93,./0.png
"225","446",TEE,San Antonio,Tee,Existente,No,Ninguna,Bueno,,,1043,PVC,,Derivación,1,1,0.5,821774.72,1053853.83,./0.png
"226","447",TEE,San Antonio,Tee,Existente,No,Ninguna,Bueno,,,1034,PVC,,Derivación,0.75,0.75,0.5,821515.53,1054658.27,./0.png
"227","449",TEE,San Antonio,Tee,Existente,No,Ninguna,Bueno,,,1022,PVC,,Derivación,1,1,1,821541.34,1055294.62,./0.png
"228","450",TEE,San Antonio,Tee,Existente,No,Ninguna,Bueno,,,1016,PVC,,Derivación,0.75,0.75,0.5,821570.47,1055298.63,./0.png
"229","451",TEE,San Antonio,Tee,Existente,No,Ninguna,Bueno,,,1039,PVC,,Derivación,0.75,0.75,0.5,821481.61,1056019.02,./0.png
"230","452",TEE,San Antonio,Tee,Existente,No,Ninguna,Bueno,,,1051,PVC,,Derivación,0.75,0.75,0.5,821630.9,1056392.29,./0.png
"231","453",TEE,San Antonio,Tee,Existente,No,Ninguna,Bueno,,,1049,PVC,,Derivación,0.75,0.5,0.5,821670.89,1056365.54,./0.png
"232","454",TEE,San Antonio,Tee,Existente,No,Ninguna,Bueno,,,1071,PVC,,Derivación,1,1,0.5,821212.28,1057147.77,./0.png
"233","456",TEE,San Antonio,TEE,Existente,No,Ninguna,Bueno,,,1049,PVC,,Derivación,0.75,0.5,0.5,821938.98,1054149.28,./0.png
"234","458",TEE,San Antonio,Tee,Existente,No,Ninguna,Bueno,,,1035,PVC,,Derivación,1,1,0.5,822102.03,1054626.86,./0.png
"235","459",TEE,San Antonio,Tee,Existente,No,Ninguna,Bueno,,,1037,PVC,,Derivación,0.75,0.75,0.5,822112.65,1054629.24,./0.png
"236","460",TEE,San Antonio,Tee,Existente,No,Ninguna,Bueno,,,1038,PVC,,Derivación,0.75,0.5,0.5,822140.18,1054632.42,./0.png
"237","461",TEE,San Antonio,Tee,Existente,No,Ninguna,Bueno,,,1038,PVC,,Derivación,0.5,0.5,0.5,822111.25,1054651.16,./0.png
"238","462",TEE,San Antonio,Tee,Existente,No,Ninguna,Bueno,,,1024,PVC,,Derivación,1.5,1.5,0.5,820930.53,1057478.2,./0.png
"239","463",TEE,San Antonio,Tee,Existente,No,Ninguna,Bueno,,,992,PVC,,Derivación,1,1,0.5,820715.22,1057583.42,./0.png
"240","464",TEE,San Antonio,Tee,Existente,No,Ninguna,Bueno,,,1003,PVC,,Derivación,1,1,0.5,820414.61,1057869.5,./0.png
"241","465",TEE,San Antonio,Tee,Existente,No,Ninguna,Bueno,,,1004,PVC,,Derivación,1,0.75,0.5,820406.96,1057873.77,./0.png
"242","466",TEE,San Antonio,Tee,Existente,No,Ninguna,Bueno,,,1000,PVC,,Derivación,0.5,0.5,0.5,820294.75,1057938.29,./0.png
"243","467",TEE,San Antonio,Tee,Existente,No,Ninguna,Bueno,,,1007,PVC,,Derivación,0.75,0.75,0.5,820346.92,1057850.1,./0.png
"244","468",TEE,San Antonio,Tee,Existente,No,Ninguna,Bueno,,,1007,PVC,,Derivación,0.75,0.75,0.5,820360.29,1057854.2,./0.png
"245","470",TEE,San Antonio,Derivación,Existente,No,Ninguna,Bueno,,,1033,PVC,,Derivación,0.5,0.5,0.5,821260.31,1054500.37,./0.png
"246","471",TEE,San Antonio,Tee,Existente,No,Ninguna,Bueno,D:\SIGCIVIL\PROYECTOS\sig_sanantonio\QGS\DCIM\infraestructura-puntos_20210330112636091.jpg,,1046,PVC,,Derivación,0.75,0.75,0.75,821215.86,1053420.81,./0.png
"247","480",TEE,San Antonio,Derivación,Existente,No,Ninguna,Bueno,,,1047,PVC,,Derivación,0.75,0.5,0.5,821856.73,1053900.91,./0.png
"248","482",TEE,San Antonio,Derivación,Existente,No,Ninguna,Bueno,,,998,PVC,,Derivación,1.5,1.5,0.5,823537.73,1054003.33,./0.png
"249","483",TEE,San Antonio,Derivación,Existente,No,Ninguna,Bueno,,,998,PVC,,Derivación,1.5,1.5,0.5,823537.73,1054003.33,./0.png
"250","484",TEE,San Antonio,Derivación,Existente,No,Ninguna,Bueno,,,998,PVC,,Derivación,1.5,1.5,0.5,823537.73,1054003.33,./0.png
"251","109",TEE,San Antonio,"Tee 3""",Existente,No,Ninguna,Bueno,D:\SIGCIVIL\PROYECTOS\sig_sanantonio\QGS\DCIM\infraestructura-puntos_20210318135039436.jpg,,1042,PVC,,Derivación,3,1.5,1.5,822486.83,1054183.6,./0.png
"252","110",TEE,San Antonio,"Tee 2""",Existente,No,Ninguna,Bueno,D:\SIGCIVIL\PROYECTOS\sig_sanantonio\QGS\DCIM\infraestructura-puntos_20210318135552255.jpg,Conduce al Corozo,1041,PVC,,Derivación,2,2,0.75,822396.24,1054505.33,./0.png
"253","111",TEE,San Antonio,"Tee 2""",Existente,No,Ninguna,Bueno,D:\SIGCIVIL\PROYECTOS\sig_sanantonio\QGS\DCIM\infraestructura-puntos_20210318140506835.jpg,,1042,PVC,,Derivación,2,2,1.5,822625.6,1053845.01,./0.png
"254","113",TEE,San Antonio,"Tee 2""",Existente,No,Ninguna,Bueno,D:\SIGCIVIL\PROYECTOS\sig_sanantonio\QGS\DCIM\infraestructura-puntos_20210318142729782.jpg,Condominio,1043,PVC,,Derivación,2,2,0.75,823007.51,1053812.03,./0.png
"255","473",TEE,San Antonio,TEE,Existente,No,Ninguna,Bueno,,,1049,PVC,,Derivación,0.75,0.75,0.5,821938.98,1054149.28,./0.png
"256","474",TEE,San Antonio,"Tee 2""",Existente,No,Ninguna,Bueno,D:\SIGCIVIL\PROYECTOS\sig_sanantonio\QGS\DCIM\infraestructura-puntos_20210318101757262.jpg,Es un anillo,1039,PVC,,Derivación,2,2,1.5,822237.17,1054911.28,./0.png
"257","476",TEE,San Antonio,Tee,Existente,No,Ninguna,Bueno,,,1044,PVC,,Derivación,0.75,0.5,0.5,822652.03,1053953.71,./0.png
