qc_id,gid,tipoinfra,acueducto,caracter,estainf,adecuacion,tipo_adec,calidad,image,observ,cota,material_f,fecha_ins,funcion_ti,largo_m,ancho_m,alto_m,caudal,coord_este,coord_nort,icon_url
"0","15",Planta,San Antonio,PTAP,Existente,No,Ninguna,Bueno,D:\SIGCIVIL\PROYECTOS\sig_sanantonio\QGS\DCIM\PTAP.jpeg,,1130,Otro,,Potabilización,,,,12.5,820739.18,1052521.38,./0.png
